E1,E2,E3,E4,E5,24-bit color
0.19939999999999997,0.445,0.24659999999999999,0.0556,0.0534,15721166
0.09980000000000001,0.3008,0.39820000000000005,0.15059999999999998,0.0506,15720667
0.10019999999999998,0.4522,0.3474,0.05,0.050199999999999995,15720662
0.30253949210157965,0.35432913417316536,0.19776044791041789,0.046590681863627276,0.09878024395120975,15720662
0.2493501299740052,0.5006998600279943,0.10057988402319536,0.04619076184763046,0.10317936412717456,15720654
0.20095980803839233,0.4037192561487702,0.30133973205358927,0.047390521895620874,0.046590681863627276,15720649
0.0998,0.3504,0.45439999999999997,0.0504,0.045,15719894
0.25460000000000005,0.35059999999999997,0.2518,0.04959999999999999,0.09339999999999998,15719891
0.602,0.151,0.049600000000000005,0.14880000000000002,0.048600000000000004,15719861
0.09719999999999998,0.2518,0.5036,0.1016,0.045799999999999993,15719374
0.10080000000000001,0.20020000000000002,0.5486000000000001,0.0982,0.0522,15718606
0.24355128974205162,0.051989602079584085,0.451509698060388,0.10117976404719058,0.15176964607078586,15717324
0.297,0.09880000000000003,0.352,0.10160000000000002,0.15059999999999998,15717311
0.6901380276055211,0.05181036207241449,0.10402080416083218,0.10342068413682738,0.05061012202440488,15715478
0.29725945189037806,0.054410882176435305,0.45469093818763756,0.04040808161632326,0.15323064612922588,15713985
0.04459108178364327,0.752249550089982,0.04799040191961608,0.055588882223555285,0.09958008398320335,15593440
0.09980000000000001,0.6978,0.055600000000000004,0.04900000000000001,0.09780000000000001,15593440
0.04520000000000001,0.7,0.10220000000000001,0.05180000000000001,0.10080000000000003,15592925
0.3022604520904181,0.5437087417483496,0.04940988197639529,0.05261052210442089,0.05201040208041609,15592920
0.3036607321464293,0.4506901380276055,0.048609721944388874,0.15123024604920984,0.04580916183236647,15592915
0.044,0.5577999999999999,0.050199999999999995,0.2538,0.0942,15592162
0.1004,0.5574,0.0982,0.1944,0.0496,15592162
0.15280000000000002,0.4986000000000001,0.09700000000000002,0.1988,0.05280000000000001,15592160
0.08898220355928814,0.6492701459708059,0.10217956408718255,0.052789442111577684,0.10677864427114578,15592155
0.2526000000000001,0.4476,0.050800000000000005,0.20160000000000003,0.047400000000000005,15592152
0.29685937187437483,0.39947989597919586,0.057211442288457696,0.19723944788957792,0.049209841968393675,15592150
0.348,0.5014000000000002,0.049400000000000006,0.0554,0.0458,15592145
0.3494,0.3492,0.0532,0.2042,0.044,15592142
0.39892021595680877,0.3537292541491702,0.04779044191161768,0.14497100579884023,0.054589082183563294,15592140
0.051789642071585686,0.44951009798040387,0.14737052589482103,0.252749450109978,0.09858028394321135,15591648
0.05461092218443688,0.4986997399479896,0.09701940388077615,0.2520504100820164,0.09761952390478094,15591648
0.45310937812437513,0.25134973005398914,0.04639072185562887,0.20055988802239552,0.04859028194361127,15591622
0.44780000000000003,0.3922,0.0476,0.0542,0.0582,15591622
0.4514000000000001,0.2958,0.05020000000000001,0.15380000000000002,0.04880000000000001,15591617
0.5018,0.25339999999999996,0.0524,0.14839999999999998,0.044,15591617
0.4972,0.20379999999999998,0.04719999999999999,0.2006,0.051199999999999996,15591615
0.05258948210357928,0.49950009998000405,0.30253949210157965,0.046590681863627276,0.09878024395120975,15590875
0.046000000000000006,0.5066,0.2008,0.1978,0.0488,15590109
0.04959999999999999,0.1038,0.6502,0.14739999999999998,0.049,15590107
0.058788242351529685,0.15016996600679863,0.584883023395321,0.14917016596680663,0.05698860227954409,15590107
0.5452,0.09780000000000001,0.05440000000000001,0.25020000000000003,0.05240000000000001,15590076
0.5384,0.3024,0.055999999999999994,0.0514,0.0518,15590076
0.09201840368073616,0.25305061012202446,0.4500900180036008,0.15203040608121624,0.05281056211242249,15589592
0.5546,0.246,0.1026,0.0476,0.049199999999999994,15589554
0.0982,0.20000000000000004,0.4944,0.156,0.05140000000000001,15588822
0.20411835265893644,0.3572570971611356,0.3494602159136345,0.04278288684526189,0.046381447421031584,15588806
0.5524,0.04859999999999999,0.051000000000000004,0.24519999999999997,0.1028,15588794
0.14502900580116018,0.5047009401880376,0.25125025005000995,0.04900980196039208,0.05001000200040008,15588307
0.048,0.1482,0.646,0.05,0.1078,15588302
0.20400000000000001,0.44680000000000003,0.199,0.0464,0.1038,15588294
0.2004,0.30060000000000003,0.4000000000000001,0.0506,0.048400000000000006,15588289
0.14920000000000003,0.3946,0.3476,0.059000000000000004,0.0496,15587537
0.1492,0.45280000000000004,0.3031999999999999,0.0456,0.049199999999999994,15587537
0.05320000000000001,0.19940000000000002,0.6448,0.055800000000000016,0.0468,15587534
0.15123024604920984,0.3502700540108022,0.40848169633926784,0.04240848169633926,0.04760952190438088,15587534
0.04780956191238247,0.10242048409681935,0.7009401880376075,0.05541108221644328,0.09341868373674733,15587532
0.0532,0.1492,0.699,0.052199999999999996,0.0464,15587532
0.14420000000000002,0.151,0.6042,0.04820000000000001,0.052400000000000016,15587532
0.05140000000000001,0.0564,0.751,0.044000000000000004,0.0972,15587529
0.1998399679935987,0.24944988997799564,0.4596919383876775,0.04820964192838567,0.042808561712342465,15587519
0.5988,0.049199999999999994,0.051000000000000004,0.24880000000000002,0.052199999999999996,15587519
0.6436000000000001,0.10399999999999998,0.051199999999999996,0.14999999999999997,0.051199999999999996,15587498
0.146,0.303,0.4544,0.05140000000000001,0.04520000000000001,15587022
0.10719999999999999,0.1512,0.5986,0.0938,0.049199999999999994,15587020
0.15020000000000003,0.0974,0.6524000000000001,0.04760000000000001,0.05240000000000001,15587020
0.1460292058411682,0.1984396879375875,0.550110022004401,0.05981196239247849,0.04560912182436488,15587020
0.14942988597719542,0.2488497699539908,0.50750150030006,0.04580916183236647,0.048409681936387276,15587020
0.050799999999999984,0.2506,0.5561999999999999,0.04899999999999999,0.09339999999999997,15587017
0.045,0.2012,0.6093999999999999,0.05,0.09439999999999998,15587014
0.19820000000000004,0.4034000000000001,0.25220000000000004,0.04980000000000001,0.09640000000000001,15587009
